state,district,biometric_ratio,demo_ratio,severity,performance,interpretation
Andhra Pradesh,Ananthapur,4.7821428571428575,3.3185714285714285,8.100714285714286,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Tamil Nadu,Thiruvarur,4.217986314760508,3.88693385467579,8.104920169436298,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Kachchh,4.103611876339149,4.006887052341598,8.110498928680746,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Pakur,2.209727626459144,5.903112840466926,8.11284046692607,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Uttar Pradesh,Baghpat,3.2948034643570954,4.819620253164557,8.114423717521653,Good,Balanced enrolments and updates. Aadhaar services functioning well.
West Bengal,Darjiling,1.1393805309734513,6.982300884955753,8.121681415929205,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Chikkaballapur,3.8949927078269324,4.248420029168693,8.143412736995625,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jammu and Kashmir,Kulgam,5.533407572383074,2.61358574610245,8.146993318485524,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,East Singhbhum,4.674818554749132,3.4828021457873146,8.157620700536446,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Uttar Pradesh,Lucknow,3.538739767751761,4.62359604035789,8.16233580810965,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jammu and Kashmir,Ganderbal,4.967261904761905,3.2276785714285716,8.194940476190476,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Assam,Barpeta,4.785106899902818,3.4243197278911564,8.209426627793974,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Telangana,Sangareddy,2.8910422049956934,5.325581395348837,8.21662360034453,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Telangana,Kamareddy,2.5498452012383903,5.671207430340557,8.221052631578948,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Himachal Pradesh,Mandi,5.643521388716677,2.5809051456912586,8.224426534407936,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Kerala,Thiruvananthapuram,4.325733586658223,3.905847582858349,8.231581169516572,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Amreli,4.680351906158358,3.553414327607876,8.233766233766234,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Haryana,Palwal,4.374526315789474,3.8625263157894736,8.237052631578948,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Rajasthan,Kota,4.478761822871883,3.760103181427343,8.238865004299226,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Uttar Pradesh,Mainpuri,3.6658580958156457,4.590357792601576,8.256215888417222,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Ananthapuramu,4.701906412478336,3.568457538994801,8.270363951473136,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Uttar Pradesh,Siddharthnagar,3.4578997161778617,4.814884894355093,8.272784610532955,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Kerala,Ernakulam,4.248512585812357,4.038901601830664,8.28741418764302,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Odisha,Nabarangapur,4.39008842278429,3.9181575159366644,8.308245938720955,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Uttar Pradesh,Ghaziabad,3.662795608108108,4.64722339527027,8.310019003378379,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Odisha,Baleswar,5.570018507094386,2.7419288505038044,8.311947357598191,Good,Balanced enrolments and updates. Aadhaar services functioning well.
West Bengal,Uttar Dinajpur,1.6608219686427312,6.656044159940626,8.316866128583356,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Rajasthan,Karauli,4.963886671987231,3.3569433359936154,8.320830007980845,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Bihar,Arwal,3.0573448546739983,5.26394344069128,8.321288295365278,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Uttar Pradesh,Chitrakoot,3.844115698829764,4.49900640317951,8.343122102009273,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andhra Pradesh,Annamayya,2.3914529914529914,5.953846153846154,8.345299145299146,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Rajasthan,Jhunjhunun,5.370477815699659,3.017235494880546,8.387713310580205,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Uttar Pradesh,Hapur,4.15088230532621,4.260482434838918,8.411364740165128,Good,Balanced enrolments and updates. Aadhaar services functioning well.
West Bengal,Birbhum,2.739772892706362,5.675571407774058,8.41534430048042,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Ranchi,4.4815694372741355,3.9440371708828086,8.425606608156944,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jammu and Kashmir,Punch,6.239583333333333,2.1884057971014492,8.427989130434781,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Karnataka,Ramanagar,4.473813020068527,3.9549681840430737,8.428781204111601,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Tamil Nadu,Nagapattinam,4.388627308946034,4.040202825063383,8.428830134009416,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Rajasthan,Sawai Madhopur,5.598992231786689,2.8555532227587657,8.454545454545455,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Rajasthan,Nagaur,5.863796371513675,2.5944579835725246,8.458254355086199,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Maharashtra,Ahmed Nagar,4.181208053691275,4.281879194630872,8.463087248322147,Good,Balanced enrolments and updates. Aadhaar services functioning well.
West Bengal,South Twenty Four Parganas,2.4513124470787466,6.024837708156929,8.476150155235675,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Uttar Pradesh,Meerut,3.6653386454183265,4.824587364826408,8.489926010244735,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Kerala,Kollam,4.419502971366828,4.084548892490545,8.504051863857374,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Palamu,3.3117940635671133,5.195429472025217,8.507223535592331,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Rajasthan,Dholpur,4.8817614424410545,3.635228848821082,8.516990291262136,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Bihar,Saharsa,3.6818277090756655,4.846573045483127,8.528400754558792,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Chatra,4.068767249310028,4.464811407543698,8.533578656853727,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Bihar,Jamui,3.0024602263408235,5.5468263080203375,8.549286534361162,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Bihar,Banka,2.726565394590589,5.827713968136347,8.554279362726936,Good,Balanced enrolments and updates. Aadhaar services functioning well.
NCT of Delhi,North East Delhi,4.631857707509881,3.942371541501976,8.574229249011857,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Andaman and Nicobar Islands,South Andaman,5.519637462235649,3.078549848942598,8.598187311178247,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Bihar,Gaya,2.479500534188034,6.126802884615385,8.606303418803419,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Gujarat,Panchmahals,5.360852197070573,3.252729693741678,8.61358189081225,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Chhattisgarh,Gaurela-Pendra-Marwahi,2.0625,6.552083333333333,8.614583333333332,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Himachal Pradesh,Una,5.019767441860465,3.6116279069767443,8.63139534883721,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jharkhand,Garhwa,4.84855998474156,3.7982071333206178,8.646767118062177,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Jammu and Kashmir,Anantnag,5.001003680160589,3.651388424222148,8.652392104382738,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Himachal Pradesh,Sirmaur,4.5301794453507345,4.124796084828711,8.654975530179446,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Assam,Karbi Anglong,4.417459885776448,4.255371226543378,8.672831112319827,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Odisha,Sundergarh,5.048205489092188,3.6361717100633357,8.684377199155524,Good,Balanced enrolments and updates. Aadhaar services functioning well.
Kerala,Kannur,4.450993525340478,4.241348515293592,8.69234204063407,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Mizoram,Kolasib,4.856209150326797,3.8758169934640523,8.732026143790849,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Amethi,3.6033291457286434,5.139447236180905,8.742776381909549,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Jharkhand,Seraikela-Kharsawan,4.714431934493347,4.028403275332651,8.742835209825998,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Andhra Pradesh,Y. S. R,2.0073891625615765,6.741379310344827,8.748768472906404,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Kerala,Kasaragod,4.76588868940754,3.987432675044883,8.753321364452423,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Maharashtra,Raigad,1.8368942157373631,6.925482021886399,8.762376237623762,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
West Bengal,South 24 Parganas,2.308591644204852,6.484433962264151,8.793025606469003,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Supaul,3.05220377790498,5.74756725815684,8.79977103606182,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttarakhand,Almora,5.1063829787234045,3.7142857142857144,8.820668693009118,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Mayurbhanj,4.984747810329206,3.8366052552099066,8.821353065539112,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Gujarat,Sabarkantha,4.525670003228932,4.296738779463998,8.822408782692928,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
NCT of Delhi,North East,5.356330014224751,3.4743954480796586,8.83072546230441,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
West Bengal,Kolkata,2.9345653661875426,5.906091718001369,8.840657084188912,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Karnataka,Bengaluru,3.9216936841172823,4.921206484188148,8.84290016830543,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Bhojpur,2.126987130961393,6.7171650264950795,8.844152157456472,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Gujarat,Navsari,4.353314121037464,4.512968299711815,8.866282420749279,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Sitamarhi,2.9984999318150827,5.890290467748534,8.888790399563618,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Shamli,4.867465548232475,4.0218094667465545,8.88927501497903,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Jharkhand,Gumla,4.433580139372823,4.46123693379791,8.894817073170731,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Pali,6.502403846153846,2.395361990950226,8.897765837104071,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Tiruchirappalli,5.384169884169884,3.515701415701416,8.8998712998713,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Rampur,3.4753884602846896,5.438498315766598,8.913886776051287,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Arunachal Pradesh,Anjaw,4.057142857142857,4.857142857142857,8.914285714285715,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Jammu and Kashmir,Kupwara,4.938897763578275,3.994808306709265,8.93370607028754,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Sikkim,South,2.2037037037037037,6.731481481481482,8.935185185185185,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Balangir,5.4787542250120715,3.474408498309995,8.953162723322066,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Kanpur Nagar,3.840508474576271,5.114180790960452,8.954689265536723,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Bulandshahr,4.0858775755752745,4.873815611370131,8.959693186945405,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Jaisalmer,6.2153774895785086,2.744789254284391,8.9601667438629,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Khagaria,2.82847533632287,6.135490070467649,8.96396540679052,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Jogulamba Gadwal,2.2403508771929825,6.731578947368421,8.971929824561403,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Ajmer,5.323840779165784,3.652445479568071,8.976286258733856,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Gopalganj,2.8050481988838154,6.172247590055809,8.977295788939625,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
West Bengal,Hooghly,2.8506972928630026,6.13084495488105,8.981542247744052,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Madhubani,3.3694709453599305,5.626926412702649,8.99639735806258,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Mathura,3.977231658836285,5.032285266835321,9.009516925671605,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Karnataka,Bangalore,5.811257626451486,3.2019287541822474,9.013186380633734,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Maharashtra,Chhatrapati Sambhajinagar,1.4393939393939394,7.578282828282828,9.017676767676768,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Andhra Pradesh,Rangareddi,5.469225678358703,3.555261416280609,9.024487094639312,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Faizabad,4.054765751211631,4.973667205169629,9.028432956381259,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Chhattisgarh,Bastar,4.6198050282195995,4.408756627330255,9.028561655549854,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Gujarat,Mahesana,4.694104862809019,4.338766639500136,9.032871502309156,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Jharkhand,Bokaro,4.571891191709844,4.471286701208981,9.043177892918825,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Jaipur,5.002011838898131,4.057105273339266,9.059117112237397,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Maharashtra,Mumbai Suburban,4.373576309794989,4.697861300936472,9.071437610731461,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Chengalpattu,1.700205338809035,7.3757700205338805,9.075975359342916,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Jajapur,5.11734951947395,3.995953464845726,9.113302984319676,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttarakhand,Bageshwar,6.015202702702703,3.0996621621621623,9.114864864864865,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Jehanabad,2.349142857142857,6.766,9.115142857142857,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Punjab,Kapurthala,5.287292817679558,3.8494475138121547,9.136740331491712,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Begusarai,3.227594912127391,5.909408680454413,9.137003592581804,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Jammu and Kashmir,Baramula,5.610064239828694,3.5329764453961454,9.14304068522484,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Jhalawar,5.718197573656846,3.42790294627383,9.146100519930675,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Haryana,Faridabad,4.119264080908064,5.033245467749745,9.152509548657807,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Udaipur,5.651158392434988,3.5057210401891252,9.156879432624113,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Gujarat,Narmada,5.517073170731707,3.667317073170732,9.184390243902438,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
West Bengal,South Dinajpur,1.4477611940298507,7.7522388059701495,9.2,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Gujarat,Jamnagar,4.135382603008503,5.072269457161544,9.207652060170046,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Aurangabad,3.059616072493144,6.1622749493263385,9.221891021819483,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Kendujhar,4.959309494451294,4.277188655980272,9.236498150431565,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Tiruvannamalai,4.992479917962742,4.2519227482481625,9.244402666210904,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1.1495327102803738,8.11214953271028,9.261682242990654,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Rae Bareli,4.055298523903944,5.215796430931923,9.271094954835867,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Karnataka,Bidar,5.579426734529869,3.695419233860166,9.274845968390036,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tripura,Dhalai,4.389830508474576,4.915254237288136,9.305084745762713,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Tonk,5.649065096952908,3.657375346260388,9.306440443213296,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Madhya Pradesh,Betul,6.584953940634596,2.7244967587853974,9.309450699419994,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Rajsamand,5.837660399880632,3.5225305878842135,9.360190987764845,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Azamgarh,3.824643169239732,5.5392513836294786,9.36389455286921,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
West Bengal,Malda,2.340708310530842,7.030255648502854,9.370963959033695,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Punjab,Firozpur,4.263537906137184,5.111913357400722,9.375451263537906,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Rajanna Sircilla,3.085972850678733,6.306184012066365,9.392156862745098,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Nagaland,Tuensang,4.882793017456359,4.511221945137157,9.394014962593516,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Moradabad,4.154896468940682,5.24372311693508,9.398619585875762,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Samastipur,2.795205201137749,6.610862792902614,9.406067994040363,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Mizoram,Aizawl,5.707013574660634,3.6990950226244346,9.406108597285069,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Puducherry,Pondicherry,6.641843971631205,2.780141843971631,9.421985815602836,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Haryana,Jhajjar,5.598230088495575,3.8261061946902655,9.424336283185841,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Bhadrak,5.732678668848882,3.701582105837425,9.434260774686308,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Haryana,Rohtak,6.569310122501612,2.869439071566731,9.438749194068343,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
West Bengal,Barddhaman,3.2521202202053265,6.205400981996727,9.457521202202052,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Nagaland,Zunheboto,5.348484848484849,4.109848484848484,9.458333333333332,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Ambedkar Nagar,4.080655226209048,5.3776911076443055,9.458346333853353,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
NCT of Delhi,South East Delhi,1.2926829268292683,8.170731707317072,9.463414634146341,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Gonda,4.1693248018336355,5.299971349441314,9.46929615127495,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Andhra Pradesh,Anantapur,4.873076923076923,4.667307692307692,9.540384615384614,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Chittorgarh,5.2096821230679495,4.331875182268883,9.541557305336832,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Pratapgarh,4.321052631578947,5.245912653975364,9.56696528555431,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Sheohar,3.206594323873122,6.370617696160267,9.57721202003339,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Narayanpet,1.7810707456978967,7.798279158699809,9.579349904397706,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Purnia,3.852184368737475,5.730100200400802,9.582284569138277,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Bargarh,5.809088663867621,3.777475919980242,9.586564583847863,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Assam,Nagaon,4.528578865174389,5.069338885996877,9.597917751171266,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Gujarat,Vadodara,4.8916949365498175,4.706998366628974,9.598693303178791,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Bhilwara,5.947490347490348,3.672844272844273,9.62033462033462,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Assam,South Salmara Mankachar,1.8593903638151426,7.775811209439528,9.63520157325467,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Mizoram,Serchhip,6.042253521126761,3.6056338028169015,9.647887323943662,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Bhagalpur,3.2230724444814105,6.4281793229643185,9.651251767445729,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Balrampur,4.460332693538068,5.1992962252079336,9.659628918746002,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,East Champaran,2.671275549240354,6.99141982730353,9.662695376543883,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Munger,3.033360236750067,6.632499327414582,9.665859564164649,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Manipur,Tamenglong,3.1587301587301586,6.511904761904762,9.670634920634921,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Gujarat,Porbandar,4.008179959100205,5.66359918200409,9.671779141104295,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Unnao,4.035804385794683,5.645643314574034,9.681447700368718,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Punjab,Muktsar,4.899613899613899,4.795366795366795,9.694980694980694,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Pudukkottai,5.736240716054085,3.9601980575128546,9.696438773566939,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Bihar,Darbhanga,3.8345144459154272,5.869792072268515,9.704306518183943,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Etawah,4.527600134634803,5.187647256815887,9.71524739145069,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Agra,4.1352217058158525,5.580643135284512,9.715864841100364,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Maharashtra,Mumbai City,4.639183352964272,5.078916372202591,9.718099725166862,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Medak,6.019922109047334,3.704913121629718,9.724835230677051,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Sivaganga,6.0856966707768185,3.6396424167694206,9.725339087546239,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
West Bengal,Haora,2.2841201716738198,7.443776824034335,9.727896995708154,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttarakhand,Pithoragarh,5.620224719101124,4.121348314606742,9.741573033707866,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Cuttack,6.1545406266595855,3.590015932023367,9.744556558682952,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Haryana,Sonipat,5.222917132008041,4.5414339959794505,9.764351127987492,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Saharanpur,4.792115114646701,4.985669162377164,9.777784277023866,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Peddapalli,3.111638954869359,6.669833729216152,9.78147268408551,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttarakhand,Uttarkashi,6.129237288135593,3.652542372881356,9.78177966101695,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Himachal Pradesh,Chamba,5.187673130193906,4.604570637119114,9.79224376731302,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Maharajganj,3.9519534093666584,5.8569521960689155,9.808905605435573,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
West Bengal,Dakshin Dinajpur,2.116075928103477,7.714429699311272,9.830505627414748,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Punjab,Rupnagar,6.182531894013739,3.6526005888125614,9.8351324828263,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Kannauj,4.159256265157639,5.690177849636217,9.849434114793855,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Haryana,Bhiwani,6.443281566509116,3.4287643484132344,9.87204591492235,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Sultanpur,4.432307692307693,5.446923076923077,9.87923076923077,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Rajasthan,Dausa,6.953846153846154,2.9256743256743256,9.87952047952048,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Kendrapara,5.810539928871646,4.0795344325897185,9.890074361461364,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Punjab,Malerkotla,4.176470588235294,5.719887955182073,9.896358543417367,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Odisha,Kandhamal,5.682937181663837,4.22453310696095,9.907470288624786,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Uttar Pradesh,Ghazipur,4.098688964591721,5.830804170537834,9.929493135129555,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Dadra and Nagar Haveli and Daman and Diu,Daman,5.160572337042925,4.769475357710652,9.930047694753577,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tamil Nadu,Thanjavur,5.444742010355293,4.494376004284949,9.939118014640243,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Tripura,North Tripura,6.27013251783894,3.6829765545361877,9.953109072375128,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Jharkhand,Palamau,2.90625,7.0625,9.96875,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
NCT of Delhi,South Delhi,5.185408242278242,4.798072786715994,9.983481028994236,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
Telangana,Nagarkurnool,3.1402714932126696,6.847963800904977,9.988235294117647,Needs Attention,Update pressure higher than average. Monitoring and minor intervention recommended.
